row_id,entity,role,note,affiliation,person
8624,Roger K. Furse,art direction,,,
8624,Carmen Dillon,set decoration,,,
8625,Robert Haas,art direction,,,
8625,William Wallace,set decoration,,,
8626,Hein Heckroth,art direction,,,
8626,Arthur Lawson,set decoration,,,
8627,Richard Day,art direction,,,
8627,Edwin Casey Roberts,set decoration,,,
8627,Joseph Kish,set decoration,,,
8733,John Bryan,art direction,,,
8733,Wilfred Shingleton,set decoration,,,
8734,Lyle Wheeler,art direction,,,
8734,Maurice Ransford,art direction,,,
8734,Thomas Little,set decoration,,,
8734,Paul S. Fox,set decoration,,,
8735,Alfred Junge,art direction,,,
8735,Alfred Junge,set decoration,,,
8736,Robert M. Haas,art direction,,,
8736,George James Hopkins,set decoration,,,
8838,Lyle Wheeler,art direction,,,
8838,William Darling,art direction,,,
8838,Thomas Little,interior decoration,,,
8838,Frank E. Hughes,interior decoration,,,
8839,Hans Dreier,art direction,,,
8839,Walter Tyler,art direction,,,
8839,Sam Comer,interior decoration,,,
8839,Ray Moyer,interior decoration,,,
8840,Richard Day,art direction,,,
8840,Nathan Juran,art direction,,,
8840,Thomas Little,interior decoration,,,
8840,Paul S. Fox,interior decoration,,,
8841,Cedric Gibbons,art direction,,,
8841,Paul Groesse,art direction,,,
8841,Edwin B. Willis,interior decoration,,,
8843,Paul Sheriff,art direction,,,
8843,Carmen Dillon,art direction,,,
8942,Wiard Ihnen,art direction,,,
8942,A. Roland Fields,interior decoration,,,
8943,Albert S. D'Agostino,art direction,,,
8943,Jack Okey,art direction,,,
8943,Darrell Silvera,interior decoration,,,
8943,Claude Carpenter,interior decoration,,,
8944,James Basevi,art direction,,,
8944,William Darling,art direction,,,
8944,Thomas Little,interior decoration,,,
8944,Frank E. Hughes,interior decoration,,,
8945,Hans Dreier,art direction,,,
8945,Roland Anderson,art direction,,,
8945,Sam Comer,interior decoration,,,
8945,Ray Moyer,interior decoration,,,
8946,Cedric Gibbons,art direction,,,
8946,Hans Peters,art direction,,,
8946,Edwin B. Willis,interior decoration,,,
8946,Hugh Hunt,interior decoration,,,
8946,John Bonar,interior decoration,,,
8947,Hans Dreier,art direction,,,
8947,Ernst Fegte,art direction,,,
8947,Sam Comer,interior decoration,,,
8948,Lyle Wheeler,art direction,,,
8948,Maurice Ransford,art direction,,,
8948,Thomas Little,interior decoration,,,
8949,Cedric Gibbons,art direction,,,
8949,Urie McCleary,art direction,,,
8949,Edwin B. Willis,interior decoration,,,
8949,Mildred Griffiths,interior decoration,,,
8950,Ted Smith,art direction,,,
8950,Jack McConaghy,interior decoration,,,
8951,Stephen Goosson,art direction,,,
8951,Rudolph Sternad,art direction,,,
8951,Frank Tuttle,interior decoration,,,
9102,Cedric Gibbons,art direction,,,
9102,William Ferrari,art direction,,,
9102,Edwin B. Willis,interior decoration,,,
9102,Paul Huldschinsky,interior decoration,,,
9103,Lionel Banks,art direction,,,
9103,Walter Holscher,art direction,,,
9103,Joseph Kish,interior decoration,,,
9104,John J. Hughes,art direction,,,
9104,Fred MacLean,interior decoration,,,
9105,Perry Ferguson,art direction,,,
9105,Julia Heron,interior decoration,,,
9106,Lyle Wheeler,art direction,,,
9106,Leland Fuller,art direction,,,
9106,Thomas Little,interior decoration,,,
9107,Hans Dreier,art direction,,,
9107,Robert Usher,art direction,,,
9107,Sam Comer,interior decoration,,,
9108,Mark-Lee Kirk,art direction,,,
9108,Victor A. Gangelin,interior decoration,,,
9110,Albert S. D'Agostino,art direction,,,
9110,Carroll Clark,art direction,,,
9110,Darrell Silvera,interior decoration,,,
9110,Claude Carpenter,interior decoration,,,
9111,Wiard Ihnen,art direction,,,
9111,Thomas Little,interior decoration,,,
9112,John B. Goodman,art direction,,,
9112,Alexander Golitzen,art direction,,,
9112,Russell A. Gausman,interior decoration,,,
9112,Ira S. Webb,interior decoration,,,
9113,Lionel Banks,art direction,,,
9113,Cary Odell,art direction,,,
9113,Fay Babcock,interior decoration,,,
9114,Charles Novi,art direction,,,
9114,Jack McConaghy,interior decoration,,,
9115,Cedric Gibbons,art direction,,,
9115,Daniel B. Cathcart,art direction,,,
9115,Edwin B. Willis,interior decoration,,,
9115,Richard Pefferle,interior decoration,,,
9116,Hans Dreier,art direction,,,
9116,Raoul Pene du Bois,art direction,,,
9116,Ray Moyer,interior decoration,,,
9117,Ernst Fegte,art direction,,,
9117,Howard Bristol,interior decoration,,,
9271,James Basevi,art direction,,,
9271,William Darling,art direction,,,
9271,Thomas Little,interior decoration,,,
9272,Hans Dreier,art direction,,,
9272,Ernst Fegte,art direction,,,
9272,Bertram Granger,interior decoration,,,
9273,Albert S. D'Agostino,art direction,,,
9273,Carroll Clark,art direction,,,
9273,Darrell Silvera,interior decoration,,,
9273,Harley Miller,interior decoration,,,
9274,Cedric Gibbons,art direction,,,
9274,Paul Groesse,art direction,,,
9274,Edwin B. Willis,interior decoration,,,
9274,Hugh Hunt,interior decoration,,,
9275,Carl Weyl,art direction,,,
9275,George J. Hopkins,interior decoration,,,
9276,Perry Ferguson,art direction,,,
9276,Howard Bristol,interior decoration,,,
9277,John B. Goodman,art direction,,,
9277,Alexander Golitzen,art direction,,,
9277,Russell A. Gausman,interior decoration,,,
9277,Ira S. Webb,interior decoration,,,
9278,Hans Dreier,art direction,,,
9278,Haldane Douglas,art direction,,,
9278,Bertram Granger,interior decoration,,,
9279,James Basevi,art direction,,,
9279,Joseph C. Wright,art direction,,,
9279,Thomas Little,interior decoration,,,
9280,John Hughes,art direction,,,
9280,Lt. John Koenig,art direction,,,
9280,George J. Hopkins,interior decoration,,,
9281,Cedric Gibbons,art direction,,,
9281,Daniel Cathcart,art direction,,,
9281,Edwin B. Willis,interior decoration,,,
9281,Jacques Mersereau,interior decoration,,,
9453,Richard Day,art direction,,,
9453,Joseph Wright,art direction,,,
9453,Thomas Little,interior decoration,,,
9454,Max Parker,art direction,,,
9454,Mark-Lee Kirk,art direction,,,
9454,Casey Roberts,interior decoration,,,
9455,Albert S. D'Agostino,art direction,,,
9455,Darrell Silvera,interior decoration,,,
9455,Al Fields,interior decoration,,,
9456,Perry Ferguson,art direction,,,
9456,Howard Bristol,interior decoration,,,
9457,Cedric Gibbons,art direction,,,
9457,Randall Duell,art direction,,,
9457,Edwin B. Willis,interior decoration,,,
9457,Jack Moore,interior decoration,,,
9458,Boris Leven,art direction,,,
9458,Boris Leven,interior decoration,,,
9459,Ralph Berger,art direction,,,
9459,Emile Kuri,interior decoration,,,
9460,Jack Otterson,art direction,,,
9460,John B. Goodman,art direction,,,
9460,Russell A. Gausman,interior decoration,,,
9460,Edward R. Robinson,interior decoration,,,
9461,Hans Dreier,art direction,,,
9461,Roland Anderson,art direction,,,
9461,Sam Comer,interior decoration,,,
9462,Lionel Banks,art direction,,,
9462,Rudolph Sternad,art direction,,,
9462,Fay Babcock,interior decoration,,,
9463,Richard Day,art direction,,,
9463,Joseph Wright,art direction,,,
9463,Thomas Little,interior decoration,,,
9464,Jack Otterson,art direction,,,
9464,Alexander Golitzen,art direction,,,
9464,Russell A. Gausman,interior decoration,,,
9464,Ira S. Webb,interior decoration,,,
9465,Ted Smith,art direction,,,
9465,Casey Roberts,interior decoration,,,
9466,Vincent Korda,art direction,,,
9466,Julia Heron,interior decoration,,,
9467,Hans Dreier,art direction,,,
9467,Roland Anderson,art direction,,,
9467,George Sawley,interior decoration,,,
9639,Richard Day,art direction,,,
9639,Nathan Juran,art direction,,,
9639,Thomas Little,interior decoration,,,
9640,Perry Ferguson,art direction,,,
9640,Van Nest Polglase,art direction,,,
9640,Al Fields,interior decoration,,,
9640,Darrell Silvera,interior decoration,,,
9641,Martin Obzina,art direction,,,
9641,Jack Otterson,art direction,,,
9641,Russell A. Gausman,interior decoration,,,
9642,Hans Dreier,art direction,,,
9642,Robert Usher,art direction,,,
9642,Sam Comer,interior decoration,,,
9643,Lionel Banks,art direction,,,
9643,George Montgomery,interior decoration,,,
9644,Stephen Goosson,art direction,,,
9644,Howard Bristol,interior decoration,,,
9645,John Hughes,art direction,,,
9645,Fred MacLean,interior decoration,,,
9647,John DuCasse Schulze,art direction,,,
9647,Edward G. Boyle,interior decoration,,,
9648,Alexander Golitzen,art direction,,,
9648,Richard Irvine,interior decoration,,,
9649,Vincent Korda,art direction,,,
9649,Julia Heron,interior decoration,,,
9650,Cedric Gibbons,art direction,,,
9650,Randall Duell,art direction,,,
9650,Edwin B. Willis,interior decoration,,,
9651,Cedric Gibbons,art direction,,,
9651,Urie McCleary,art direction,,,
9651,Edwin B. Willis,interior decoration,,,
9652,Richard Day,art direction,,,
9652,Joseph C. Wright,art direction,,,
9652,Thomas Little,interior decoration,,,
9653,Raoul Pene du Bois,art direction,,,
9653,Stephen A. Seymour,interior decoration,,,
8320,Owen Crump,producer,"Film sponsored by the Disabled American Veterans, in cooperation with the United States Department of Defense and the Association of Motion Picture Producers",,
75,Emma Thomas,producer,,,
75,Charles Roven,producer,,,
75,Christopher Nolan,producer,,,
76,Ben LeClair,producer,,,
76,Nikos Karamigios,producer,,,
76,Cord Jefferson,producer,,,
76,Jermaine Johnson,producer,,,
77,Marie-Ange Luciani,producer,,,
77,David Thion,producer,,,
78,David Heyman,producer,,,
78,Margot Robbie,producer,,,
78,Tom Ackerley,producer,,,
78,Robbie Brenner,producer,,,
79,Mark Johnson,producer,,,
80,Dan Friedkin,producer,,,
80,Bradley Thomas,producer,,,
80,Martin Scorsese,producer,,,
80,Daniel Lupi,producer,,,
81,Bradley Cooper,producer,,,
81,Steven Spielberg,producer,,,
81,Fred Berner,producer,,,
81,Amy Durning,producer,,,
81,Kristie Macosko Krieger,producer,,,
82,David Hinojosa,producer,,,
82,Christine Vachon,producer,,,
82,Pamela Koffler,producer,,,
83,Ed Guiney,producer,,,
83,Andrew Lowe,producer,,,
83,Yorgos Lanthimos,producer,,,
83,Emma Stone,producer,,,
84,James Wilson,producer,,,
199,Daniel Kwan,producer,,,
199,Daniel Scheinert,producer,,,
199,Jonathan Wang,producer,,,
200,Malte Grunert,producer,,,
201,James Cameron,producer,,,
201,Jon Landau,producer,,,
202,Graham Broadbent,producer,,,
202,Pete Czernin,producer,,,
202,Martin McDonagh,producer,,,
203,Baz Luhrmann,producer,,,
203,Catherine Martin,producer,,,
203,Gail Berman,producer,,,
203,Patrick McCormick,producer,,,
203,Schuyler Weiss,producer,,,
204,Kristie Macosko Krieger,producer,,,
204,Steven Spielberg,producer,,,
204,Tony Kushner,producer,,,
205,Todd Field,producer,,,
205,Alexandra Milchan,producer,,,
205,Scott Lambert,producer,,,
206,Tom Cruise,producer,,,
206,Christopher McQuarrie,producer,,,
206,David Ellison,producer,,,
206,Jerry Bruckheimer,producer,,,
207,Erik Hemmendorff,producer,,,
207,Philippe Bober,producer,,,
208,Dede Gardner,producer,,,
208,Jeremy Kleiner,producer,,,
208,Frances McDormand,producer,,,
325,Philippe Rousselet,producer,,,
325,Fabrice Gianfermi,producer,,,
325,Patrick Wachsberger,producer,,,
326,Laura Berwick,producer,,,
326,Kenneth Branagh,producer,,,
326,Becca Kovacik,producer,,,
326,Tamar Thomas,producer,,,
327,Adam McKay,producer,,,
327,Kevin Messick,producer,,,
328,Teruhisa Yamamoto,producer,,,
329,Mary Parent,producer,,,
329,Denis Villeneuve,producer,,,
329,Cale Boyter,producer,,,
330,Tim White,producer,,,
330,Trevor White,producer,,,
330,Will Smith,producer,,,
331,Sara Murphy,producer,,,
331,Adam Somner,producer,,,
331,Paul Thomas Anderson,producer,,,
332,Guillermo del Toro,producer,,,
332,J. Miles Dale,producer,,,
332,Bradley Cooper,producer,,,
333,Jane Campion,producer,,,
333,Tanya Seghatchian,producer,,,
333,Emile Sherman,producer,,,
333,Iain Canning,producer,,,
333,Roger Frappier,producer,,,
334,Steven Spielberg,producer,,,
334,Kristie Macosko Krieger,producer,,,
449,Frances McDormand,producer,,,
449,Peter Spears,producer,,,
449,Mollye Asher,producer,,,
449,Dan Janvey,producer,,,
449,Chloé Zhao,producer,,,
450,David Parfitt,producer,,,
450,Jean-Louis Livi,producer,,,
450,Philippe Carcassonne,producer,,,
451,Shaka King,producer,,,
451,Charles D. King,producer,,,
451,Ryan Coogler,producer,,,
452,Ceán Chaffin,producer,,,
452,Eric Roth,producer,,,
452,Douglas Urbanski,producer,,,
453,Christina Oh,producer,,,
454,Ben Browning,producer,,,
454,Ashley Fox,producer,,,
454,Emerald Fennell,producer,,,
454,Josey McNamara,producer,,,
455,Bert Hamelinck,producer,,,
455,Sacha Ben Harroche,producer,,,
456,Marc Platt,producer,,,
456,Stuart Besser,producer,,,
569,Kwak Sin Ae,producer,,,
569,Bong Joon Ho,producer,,,
570,Peter Chernin,producer,,,
570,Jenno Topping,producer,,,
570,James Mangold,producer,,,
571,Martin Scorsese,producer,,,
571,Robert De Niro,producer,,,
571,Jane Rosenthal,producer,,,
571,Emma Tillinger Koskoff,producer,,,
572,Carthew Neal,producer,,,
572,Taika Waititi,producer,,,
572,Chelsea Winstanley,producer,,,
573,Todd Phillips,producer,,,
573,Bradley Cooper,producer,,,
573,Emma Tillinger Koskoff,producer,,,
574,Amy Pascal,producer,,,
575,Noah Baumbach,producer,,,
575,David Heyman,producer,,,
576,Sam Mendes,producer,,,
576,Pippa Harris,producer,,,
576,Jayne-Ann Tenggren,producer,,,
576,Callum McDougall,producer,,,
577,David Heyman,producer,,,
577,Shannon McIntosh,producer,,,
577,Quentin Tarantino,producer,,,
695,Jim Burke,producer,,,
695,Charles B. Wessler,producer,,,
695,Brian Currie,producer,,,
695,Peter Farrelly,producer,,,
695,Nick Vallelonga,producer,,,
696,Kevin Feige,producer,,,
697,Sean McKittrick,producer,,,
697,Jason Blum,producer,,,
697,Raymond Mansfield,producer,,,
697,Jordan Peele,producer,,,
697,Spike Lee,producer,,,
698,Graham King,producer,,,
699,Ceci Dempsey,producer,,,
699,Ed Guiney,producer,,,
699,Lee Magiday,producer,,,
699,Yorgos Lanthimos,producer,,,
700,Gabriela Rodríguez,producer,,,
700,Alfonso Cuarón,producer,,,
701,Bill Gerber,producer,,,
701,Bradley Cooper,producer,,,
701,Lynette Howell Taylor,producer,,,
702,Dede Gardner,producer,,,
702,Jeremy Kleiner,producer,,,
702,Adam McKay,producer,,,
702,Kevin Messick,producer,,,
820,Guillermo del Toro,producer,,,
820,J. Miles Dale,producer,,,
821,Peter Spears,producer,,,
821,Luca Guadagnino,producer,,,
821,Emilie Georges,producer,,,
821,Marco Morabito,producer,,,
822,Tim Bevan,producer,,,
822,Eric Fellner,producer,,,
822,Lisa Bruce,producer,,,
822,Anthony McCarten,producer,,,
822,Douglas Urbanski,producer,,,
823,Emma Thomas,producer,,,
823,Christopher Nolan,producer,,,
824,Sean McKittrick,producer,,,
824,Jason Blum,producer,,,
824,Edward H. Hamm Jr,producer,,,
824,Jordan Peele,producer,,,
825,Scott Rudin,producer,,,
825,Eli Bush,producer,,,
825,Evelyn O'Neill,producer,,,
826,JoAnne Sellar,producer,,,
826,Paul Thomas Anderson,producer,,,
826,Megan Ellison,producer,,,
826,Daniel Lupi,producer,,,
827,Amy Pascal,producer,,,
827,Steven Spielberg,producer,,,
827,Kristie Macosko Krieger,producer,,,
828,Graham Broadbent,producer,,,
828,Pete Czernin,producer,,,
828,Martin McDonagh,producer,,,
947,Adele Romanski,producer,,,
947,Dede Gardner,producer,,,
947,Jeremy Kleiner,producer,,,
948,Shawn Levy,producer,,,
948,Dan Levine,producer,,,
948,Aaron Ryder,producer,,,
948,David Linde,producer,,,
949,Scott Rudin,producer,,,
949,Denzel Washington,producer,,,
949,Todd Black,producer,,,
950,Bill Mechanic,producer,,,
950,David Permut,producer,,,
951,Carla Hacken,producer,,,
951,Julie Yorn,producer,,,
952,Donna Gigliotti,producer,,,
952,Peter Chernin,producer,,,
952,Jenno Topping,producer,,,
952,Pharrell Williams,producer,,,
952,Theodore Melfi,producer,,,
953,Fred Berger,producer,,,
953,Jordan Horowitz,producer,,,
953,Marc Platt,producer,,,
954,Emile Sherman,producer,,,
954,Iain Canning,producer,,,
954,Angie Fielder,producer,,,
955,Matt Damon,producer,,,
955,Kimberly Steward,producer,,,
955,Chris Moore,producer,,,
955,Lauren Beck,producer,,,
955,Kevin J. Walsh,producer,,,
1073,Michael Sugar,producer,,,
1073,Steve Golin,producer,,,
1073,Nicole Rocklin,producer,,,
1073,Blye Pagon Faust,producer,,,
1074,Brad Pitt,producer,,,
1074,Dede Gardner,producer,,,
1074,Jeremy Kleiner,producer,,,
1075,Steven Spielberg,producer,,,
1075,Marc Platt,producer,,,
1075,Kristie Macosko Krieger,producer,,,
1076,Finola Dwyer,producer,,,
1076,Amanda Posey,producer,,,
1077,Doug Mitchell,producer,,,
1077,George Miller,producer,,,
1078,Simon Kinberg,producer,,,
1078,Ridley Scott,producer,,,
1078,Michael Schaefer,producer,,,
1078,Mark Huffam,producer,,,
1079,Arnon Milchan,producer,,,
1079,Steve Golin,producer,,,
1079,Alejandro G. Iñárritu,producer,,,
1079,Mary Parent,producer,,,
1079,Keith Redmon,producer,,,
1080,Ed Guiney,producer,,,
1197,Alejandro G. Iñárritu,producer,,,
1197,John Lesher,producer,,,
1197,James W. Skotchdopole,producer,,,
1198,Clint Eastwood,producer,,,
1198,Robert Lorenz,producer,,,
1198,Andrew Lazar,producer,,,
1198,Bradley Cooper,producer,,,
1198,Peter Morgan,producer,,,
1199,Richard Linklater,producer,,,
1199,Cathleen Sutherland,producer,,,
1200,Wes Anderson,producer,,,
1200,Scott Rudin,producer,,,
1200,Steven Rales,producer,,,
1200,Jeremy Dawson,producer,,,
1201,Nora Grossman,producer,,,
1201,Ido Ostrowsky,producer,,,
1201,Teddy Schwarzman,producer,,,
1202,Christian Colson,producer,,,
1202,Oprah Winfrey,producer,,,
1202,Dede Gardner,producer,,,
1202,Jeremy Kleiner,producer,,,
1203,Tim Bevan,producer,,,
1203,Eric Fellner,producer,,,
1203,Lisa Bruce,producer,,,
1203,Anthony McCarten,producer,,,
1204,Jason Blum,producer,,,
1204,Helen Estabrook,producer,,,
1204,David Lancaster,producer,,,
1322,Brad Pitt,producer,,,
1322,Dede Gardner,producer,,,
1322,Jeremy Kleiner,producer,,,
1322,Steve McQueen,producer,,,
1322,Anthony Katagas,producer,,,
1323,Charles Roven,producer,,,
1323,Richard Suckle,producer,,,
1323,Megan Ellison,producer,,,
1323,Jonathan Gordon,producer,,,
1324,Scott Rudin,producer,,,
1324,Dana Brunetti,producer,,,
1324,Michael De Luca,producer,,,
1325,Robbie Brenner,producer,,,
1325,Rachel Winter,producer,,,
